Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
Angola,AGO,2020-12-21,47,0,0,0,0,1,0,0,45,0,0,0
Angola,AGO,2021-01-25,1,0,0,0,0,0,0,3,48,0,0,0
Angola,AGO,2021-02-08,12,0,0,0,0,0,0,4,26,0,0,0
Angola,AGO,2021-02-22,16,0,0,0,0,0,0,1,22,0,0,0
Angola,AGO,2021-03-08,67,0,0,0,0,0,0,7,39,0,0,0
Angola,AGO,2021-03-22,58,0,0,1,0,1,0,12,49,0,0,0
Angola,AGO,2021-04-05,44,0,1,4,0,7,0,32,49,0,0,0
Angola,AGO,2021-04-19,29,0,0,1,0,2,2,21,28,0,0,0
Angola,AGO,2021-05-03,17,0,0,0,0,0,1,11,5,0,0,0
Angola,AGO,2021-06-28,18,0,0,0,0,0,10,30,1,0,0,0
Angola,AGO,2021-07-12,12,0,0,0,0,0,23,9,2,0,0,0
Angola,AGO,2021-09-20,0,0,0,0,0,0,57,0,0,0,0,0
Angola,AGO,2021-10-04,0,0,0,0,0,0,33,0,0,0,0,0
Argentina,ARG,2020-05-11,0,0,0,0,0,0,0,0,149,0,0,0
Argentina,ARG,2020-05-25,0,0,0,0,0,0,0,0,167,0,0,0
Argentina,ARG,2020-06-08,0,0,0,0,0,0,0,0,65,0,0,0
Argentina,ARG,2020-06-22,0,0,0,0,0,0,0,0,75,0,0,0
Argentina,ARG,2020-07-06,0,0,0,0,0,0,0,0,63,0,0,0
Argentina,ARG,2020-07-20,0,0,0,0,0,0,0,0,113,0,0,0
Argentina,ARG,2020-08-03,0,0,0,0,0,0,0,0,102,0,0,0
Argentina,ARG,2020-08-17,0,0,0,0,0,0,0,0,110,0,0,0
Argentina,ARG,2020-08-31,0,0,0,0,0,0,0,0,137,0,0,0
Argentina,ARG,2020-09-14,0,0,0,0,0,0,0,0,49,0,0,0
Argentina,ARG,2020-09-28,0,0,0,0,0,0,0,0,50,0,0,0
Argentina,ARG,2020-10-12,0,0,0,0,0,0,0,0,39,0,0,0
Argentina,ARG,2020-10-26,0,0,0,0,0,0,0,0,102,0,0,0
Argentina,ARG,2020-11-09,0,0,0,0,0,0,0,0,56,1,0,0
Argentina,ARG,2020-11-23,0,0,0,0,0,0,0,0,61,0,0,0
Argentina,ARG,2020-12-07,0,0,0,0,0,0,0,0,45,0,0,0
Argentina,ARG,2020-12-21,0,0,0,0,0,0,0,0,71,0,0,0
Argentina,ARG,2021-01-04,0,0,0,0,0,0,0,1,45,0,0,0
Argentina,ARG,2021-01-25,0,0,1,0,0,0,0,0,54,1,0,0
Argentina,ARG,2021-02-08,0,3,2,0,0,0,0,4,53,1,0,0
Argentina,ARG,2021-02-22,0,1,2,0,0,0,0,0,48,2,0,0
Argentina,ARG,2021-03-08,0,3,4,0,0,0,0,5,44,2,0,0
Argentina,ARG,2021-03-22,0,4,22,0,2,0,0,21,110,6,0,0
Argentina,ARG,2021-04-05,0,3,45,0,4,0,0,32,65,23,0,0
Argentina,ARG,2021-04-19,0,6,86,0,1,0,0,35,113,32,0,0
Argentina,ARG,2021-05-03,1,6,135,0,3,0,1,40,69,59,1,0
Argentina,ARG,2021-05-17,0,7,172,0,2,1,0,40,41,48,0,0
Argentina,ARG,2021-05-31,0,4,160,0,3,0,0,29,12,64,0,0
Argentina,ARG,2021-06-14,0,1,254,0,2,0,1,31,10,85,0,0
Argentina,ARG,2021-06-28,0,1,242,0,1,0,2,32,5,76,0,0
Argentina,ARG,2021-07-12,0,0,249,0,0,0,19,11,1,57,1,0
Argentina,ARG,2021-07-26,0,0,185,0,0,0,44,14,2,80,1,0
Argentina,ARG,2021-08-09,0,0,250,0,0,0,86,13,2,89,3,0
Argentina,ARG,2021-08-23,0,0,223,0,0,0,84,8,0,103,3,0
Argentina,ARG,2021-09-06,0,0,235,0,0,0,86,3,0,79,5,0
Argentina,ARG,2021-09-20,0,0,95,0,0,0,112,2,0,50,3,0
Argentina,ARG,2021-10-04,0,0,61,0,0,0,83,1,0,24,2,0
Argentina,ARG,2021-10-18,0,0,60,0,0,0,64,2,0,51,0,0
Argentina,ARG,2021-11-01,0,0,21,0,0,0,55,1,0,16,0,0
Aruba,ABW,2021-02-08,0,1,0,0,2,0,0,9,102,0,0,0
Aruba,ABW,2021-02-22,0,13,1,0,2,0,0,37,101,0,0,0
Aruba,ABW,2021-03-08,2,15,0,0,7,0,0,65,36,0,0,0
Aruba,ABW,2021-03-22,0,14,1,0,7,0,0,66,11,0,0,0
Aruba,ABW,2021-04-05,0,6,0,0,9,0,0,74,3,0,0,0
Aruba,ABW,2021-04-19,2,5,9,0,9,0,14,96,10,0,0,0
Aruba,ABW,2021-05-03,0,1,14,0,27,0,2,86,8,1,1,0
Aruba,ABW,2021-05-17,0,0,12,0,17,0,10,54,7,0,1,0
Aruba,ABW,2021-05-31,0,0,25,0,9,0,0,52,14,0,7,0
Aruba,ABW,2021-06-14,0,0,35,0,12,0,4,5,15,1,17,0
Aruba,ABW,2021-07-26,0,0,2,0,0,0,84,1,0,0,10,0
Aruba,ABW,2021-08-09,0,0,0,0,0,0,335,0,0,0,6,0
Aruba,ABW,2021-08-23,0,0,1,0,0,0,518,0,0,0,6,0
Aruba,ABW,2021-09-06,0,0,0,0,0,0,258,0,0,0,3,0
Aruba,ABW,2021-09-20,0,0,0,0,0,0,140,0,0,0,0,0
Aruba,ABW,2021-10-04,0,0,0,0,0,0,177,0,0,0,0,0
Aruba,ABW,2021-10-18,0,0,0,0,0,0,37,0,0,0,0,0
Aruba,ABW,2021-11-15,0,0,0,0,0,0,33,0,0,0,0,0
Australia,AUS,2020-05-11,0,0,0,0,0,0,0,0,148,0,0,0
Australia,AUS,2020-05-25,0,0,0,0,0,0,0,0,103,0,0,0
Australia,AUS,2020-06-08,0,0,0,0,0,0,0,0,94,0,0,0
Australia,AUS,2020-06-22,0,0,0,0,0,0,0,0,172,0,0,0
Australia,AUS,2020-07-06,0,0,0,0,0,0,0,0,814,0,0,0
Australia,AUS,2020-07-20,0,0,0,0,0,0,0,0,2733,0,0,0
Australia,AUS,2020-08-03,0,0,0,0,0,0,0,0,4183,0,0,0
Australia,AUS,2020-08-17,0,0,0,0,0,0,0,0,3020,0,0,0
Australia,AUS,2020-08-31,0,0,0,0,0,0,0,0,1987,0,0,0
Australia,AUS,2020-09-14,0,0,0,0,0,0,0,0,770,0,0,0
Australia,AUS,2020-09-28,0,0,0,0,0,0,0,0,323,0,0,0
Australia,AUS,2020-10-12,0,0,0,0,0,0,0,0,182,0,0,0
Australia,AUS,2020-10-26,0,0,0,0,0,0,0,0,132,0,0,0
Australia,AUS,2020-11-09,0,0,0,0,0,0,0,0,63,0,0,0
Australia,AUS,2020-11-23,0,0,0,0,0,0,0,0,64,0,0,0
Australia,AUS,2020-12-07,0,0,0,0,0,0,0,1,48,0,0,0
Australia,AUS,2020-12-21,2,4,0,0,0,0,0,6,130,0,0,0
Australia,AUS,2021-01-04,8,4,0,0,0,0,0,18,178,0,0,0
Australia,AUS,2021-01-11,4,5,0,0,0,1,0,21,43,0,0,0
Australia,AUS,2021-01-25,6,2,0,0,0,1,0,44,47,0,0,0
Australia,AUS,2021-02-08,3,2,0,0,0,1,0,22,25,0,0,0
Australia,AUS,2021-02-22,2,3,0,0,0,1,0,63,11,0,0,0
Australia,AUS,2021-03-08,5,1,1,0,2,1,0,31,30,0,0,0
Australia,AUS,2021-03-22,7,0,1,2,1,1,1,61,48,0,0,0
Australia,AUS,2021-04-05,9,0,2,2,0,2,3,67,36,1,0,0
Australia,AUS,2021-04-19,20,1,2,18,0,2,34,73,7,0,0,0
Australia,AUS,2021-05-03,8,0,2,17,1,0,84,63,29,0,0,0
Australia,AUS,2021-05-17,3,0,0,5,0,5,45,49,10,0,0,0
Australia,AUS,2021-05-31,4,0,0,65,1,1,19,13,5,0,0,0
Australia,AUS,2021-06-14,7,0,0,38,0,1,55,22,8,0,1,0
Australia,AUS,2021-06-28,3,0,0,9,0,0,209,19,7,0,0,0
Australia,AUS,2021-07-12,5,0,0,0,0,0,732,26,4,0,0,0
Australia,AUS,2021-07-26,0,0,0,0,0,0,1736,6,0,0,0,0
Australia,AUS,2021-08-09,0,0,0,0,0,0,2731,3,0,0,0,0
Australia,AUS,2021-08-23,0,0,0,0,0,0,3193,3,0,0,0,0
Australia,AUS,2021-09-06,0,0,0,0,0,0,3739,1,1,0,0,0
Australia,AUS,2021-09-20,0,0,0,0,0,0,3485,0,0,0,0,0
Australia,AUS,2021-10-04,0,0,0,0,0,0,1808,0,1,0,0,0
Australia,AUS,2021-10-18,0,0,0,0,0,0,2306,0,0,0,0,0
Australia,AUS,2021-11-01,0,0,0,0,0,0,1612,0,0,0,0,0
Australia,AUS,2021-11-15,0,0,0,0,0,0,1504,0,0,0,0,0
Australia,AUS,2021-11-29,0,0,0,0,0,0,203,0,0,0,0,7
Austria,AUT,2020-05-11,0,0,0,0,0,0,0,0,34,0,0,0
Austria,AUT,2020-05-25,0,0,0,0,0,0,0,0,41,0,0,0
Austria,AUT,2020-08-31,0,0,0,0,0,0,0,0,44,0,0,0
Austria,AUT,2020-09-14,0,0,0,0,0,0,0,0,35,0,0,0
Austria,AUT,2020-09-28,0,0,0,0,0,0,0,0,39,0,0,0
Austria,AUT,2020-10-12,0,0,0,0,0,0,0,0,30,0,0,0
Austria,AUT,2020-10-26,0,0,0,0,0,0,0,0,84,0,0,0
Austria,AUT,2020-11-09,0,0,0,0,0,0,0,0,181,0,0,0
Austria,AUT,2020-11-23,0,0,0,0,0,0,0,0,159,0,0,0
Austria,AUT,2020-12-07,0,0,0,0,0,0,0,2,135,0,0,0
Austria,AUT,2020-12-21,0,0,0,0,0,0,0,0,45,0,0,0
Austria,AUT,2021-01-04,1,0,0,0,0,0,0,15,299,0,0,0
Austria,AUT,2021-01-11,0,0,0,0,0,0,0,48,88,0,0,0
Austria,AUT,2021-01-25,84,0,0,0,0,0,0,99,67,0,0,0
Austria,AUT,2021-02-08,74,0,0,0,0,5,0,86,219,0,0,0
Austria,AUT,2021-02-22,13,0,0,0,0,1,0,238,161,0,0,0
Austria,AUT,2021-03-08,51,0,0,0,0,4,0,307,102,0,0,0
Austria,AUT,2021-03-22,16,0,0,0,0,0,0,483,68,0,0,0
Austria,AUT,2021-04-05,4,0,0,0,0,1,0,270,16,0,0,0
Austria,AUT,2021-04-19,12,0,1,0,1,0,2,309,28,0,0,0
Austria,AUT,2021-05-03,2,0,0,0,1,3,5,290,28,0,0,0
Austria,AUT,2021-05-17,1,0,6,0,0,0,3,545,36,0,28,0
Austria,AUT,2021-05-31,3,0,11,0,0,0,11,321,23,0,20,0
Austria,AUT,2021-06-14,4,0,10,0,0,0,171,189,24,0,0,0
Austria,AUT,2021-06-28,1,0,2,0,0,0,443,289,15,0,0,0
Austria,AUT,2021-07-12,0,0,1,0,0,1,446,55,2,0,0,0
Austria,AUT,2021-07-26,0,0,0,0,0,0,763,8,0,0,0,0
Austria,AUT,2021-08-09,1,0,2,1,0,0,616,3,0,0,0,0
Austria,AUT,2021-08-23,0,0,0,0,0,0,621,0,2,0,0,0
Austria,AUT,2021-09-06,1,0,1,0,0,0,583,0,0,0,0,0
Austria,AUT,2021-09-20,0,0,0,0,0,0,513,0,0,0,0,0
Austria,AUT,2021-10-04,0,0,0,0,0,0,444,0,0,0,0,0
Austria,AUT,2021-10-18,0,0,0,0,0,0,437,0,0,0,0,0
Austria,AUT,2021-11-01,0,0,0,0,0,0,622,0,0,0,0,0
Austria,AUT,2021-11-15,0,0,0,0,0,0,396,0,0,0,0,0
Bahrain,BHR,2020-10-26,0,0,0,0,0,0,0,0,45,0,0,0
Bahrain,BHR,2020-11-23,0,0,0,0,0,0,0,0,38,0,0,0
Bahrain,BHR,2021-04-19,6,0,0,8,0,0,15,5,8,0,0,0
Bahrain,BHR,2021-05-17,0,0,0,0,0,0,29,26,2,0,0,0
Bahrain,BHR,2021-05-31,0,0,0,0,0,0,39,5,2,0,0,0
Bahrain,BHR,2021-06-28,1,0,0,0,0,0,82,1,0,0,0,0
Bahrain,BHR,2021-07-12,0,0,0,0,0,0,65,4,0,0,0,0
Bahrain,BHR,2021-07-26,0,0,1,0,0,0,103,1,1,0,0,0
Bahrain,BHR,2021-08-09,0,0,0,0,0,0,46,1,1,0,0,0
Bahrain,BHR,2021-09-06,0,0,0,0,0,0,227,0,0,0,0,0
Bahrain,BHR,2021-10-04,0,0,0,0,0,0,186,0,0,0,0,0
Bahrain,BHR,2021-10-18,0,0,0,0,0,0,372,0,0,0,0,0
Bahrain,BHR,2021-11-01,0,0,0,0,0,0,467,0,0,0,0,0
Bahrain,BHR,2021-11-15,0,0,0,0,0,0,370,0,0,0,0,0
Bangladesh,BGD,2020-05-11,0,0,0,0,0,0,0,0,106,0,0,0
Bangladesh,BGD,2020-05-25,0,0,0,0,0,0,0,0,86,0,0,0
Bangladesh,BGD,2020-06-08,0,0,0,0,0,0,0,0,69,0,0,0
Bangladesh,BGD,2020-06-22,0,0,0,0,0,0,0,0,103,0,0,0
Bangladesh,BGD,2020-07-06,0,0,0,0,0,0,0,0,152,0,0,0
Bangladesh,BGD,2020-07-20,0,0,0,0,0,0,0,0,131,0,0,0
Bangladesh,BGD,2020-08-03,0,0,0,0,0,0,0,0,58,0,0,0
Bangladesh,BGD,2020-11-23,0,0,0,0,0,0,0,0,30,0,0,0
Bangladesh,BGD,2020-12-07,0,0,0,0,0,0,0,0,57,0,0,0
Bangladesh,BGD,2021-01-04,0,0,0,0,0,0,0,3,50,0,0,0
Bangladesh,BGD,2021-01-25,2,0,0,0,0,0,0,7,53,0,0,0
Bangladesh,BGD,2021-02-08,1,0,0,0,0,0,0,6,35,0,0,0
Bangladesh,BGD,2021-02-22,4,0,1,0,0,0,0,11,20,0,0,0
Bangladesh,BGD,2021-03-22,106,0,0,0,0,7,0,19,24,0,0,0
Bangladesh,BGD,2021-04-05,58,0,0,0,0,2,0,18,7,0,0,0
Bangladesh,BGD,2021-04-19,114,0,0,0,0,5,0,5,7,0,0,0
Bangladesh,BGD,2021-05-03,34,0,0,0,0,1,10,6,5,0,0,0
Bangladesh,BGD,2021-05-17,27,0,0,0,0,0,23,3,5,0,0,0
Bangladesh,BGD,2021-05-31,45,0,0,0,0,3,40,2,9,0,0,0
Bangladesh,BGD,2021-06-14,17,0,0,0,0,0,44,3,5,0,0,0
Bangladesh,BGD,2021-06-28,2,0,0,0,0,1,105,0,3,0,0,0
Bangladesh,BGD,2021-07-12,2,0,0,0,0,0,238,1,2,0,0,0
Bangladesh,BGD,2021-07-26,1,0,0,0,0,0,173,0,0,0,0,0
Bangladesh,BGD,2021-08-09,0,0,0,0,0,0,141,0,0,0,0,0
Bangladesh,BGD,2021-08-23,0,0,0,0,0,0,140,0,0,0,0,0
Bangladesh,BGD,2021-09-06,0,0,0,0,0,0,122,0,0,0,0,0
Bangladesh,BGD,2021-09-20,0,0,0,0,0,0,114,0,0,0,0,0
Bangladesh,BGD,2021-10-04,0,0,0,0,0,0,84,0,0,0,0,0
Bangladesh,BGD,2021-10-18,0,0,0,0,0,0,73,0,0,0,0,0
Bangladesh,BGD,2021-11-01,0,0,0,0,0,0,54,0,0,0,0,0
Belgium,BEL,2020-05-11,0,0,0,0,0,0,0,0,134,0,0,0
Belgium,BEL,2020-05-25,0,0,0,0,0,0,0,0,67,0,0,0
Belgium,BEL,2020-06-22,0,0,0,0,0,0,0,0,38,0,0,0
Belgium,BEL,2020-07-06,0,0,0,0,0,0,0,0,39,0,0,0
Belgium,BEL,2020-07-20,0,0,0,0,0,0,0,0,39,0,0,0
Belgium,BEL,2020-08-03,0,0,0,0,0,0,0,0,146,0,0,0
Belgium,BEL,2020-08-17,0,0,0,0,0,0,0,0,130,0,0,0
Belgium,BEL,2020-08-31,0,0,0,0,0,0,0,0,54,0,0,0
Belgium,BEL,2020-09-14,0,0,0,0,0,0,0,0,88,0,0,0
Belgium,BEL,2020-09-28,0,0,0,0,0,0,0,0,246,0,0,0
Belgium,BEL,2020-10-12,0,0,0,0,0,0,0,0,130,0,0,0
Belgium,BEL,2020-10-26,0,0,0,0,0,0,0,0,363,0,0,0
Belgium,BEL,2020-11-09,0,0,0,0,0,0,0,0,204,0,0,0
Belgium,BEL,2020-11-23,0,0,0,0,0,0,0,0,241,0,0,0
Belgium,BEL,2020-12-07,0,0,0,0,0,0,0,3,145,0,0,0
Belgium,BEL,2020-12-21,2,0,0,0,0,0,0,0,345,0,0,0
Belgium,BEL,2021-01-04,7,0,0,0,0,0,0,50,185,0,0,0
Belgium,BEL,2021-01-11,5,0,0,0,0,0,0,65,223,0,0,0
Belgium,BEL,2021-01-25,42,1,0,0,0,2,0,564,767,0,0,0
Belgium,BEL,2021-02-08,90,0,7,0,0,2,0,724,996,0,0,0
Belgium,BEL,2021-02-22,140,0,44,0,0,3,0,873,747,0,0,0
Belgium,BEL,2021-03-08,237,0,79,0,0,15,0,1353,549,0,0,0
Belgium,BEL,2021-03-22,220,0,140,0,0,10,0,2205,357,0,0,0
Belgium,BEL,2021-04-05,120,0,215,5,0,18,0,2819,259,0,0,0
Belgium,BEL,2021-04-19,64,0,281,2,0,19,9,2392,144,0,0,0
Belgium,BEL,2021-05-03,62,0,272,7,0,8,98,2697,193,0,0,0
Belgium,BEL,2021-05-17,67,0,314,3,0,3,98,2506,117,0,0,0
Belgium,BEL,2021-05-31,22,0,293,0,0,1,188,2358,87,0,2,0
Belgium,BEL,2021-06-14,19,0,206,0,0,0,261,1468,31,0,10,0
Belgium,BEL,2021-06-28,7,0,56,0,0,2,480,614,15,2,5,0
Belgium,BEL,2021-07-12,5,0,59,0,1,0,2089,450,28,1,3,0
Belgium,BEL,2021-07-26,11,0,58,0,0,1,3680,169,10,6,22,0
Belgium,BEL,2021-08-09,2,0,11,0,0,0,3928,39,3,1,4,0
Belgium,BEL,2021-08-23,0,0,4,0,0,0,4477,10,2,0,3,0
Belgium,BEL,2021-09-06,0,0,0,0,0,0,4447,5,5,0,2,0
Belgium,BEL,2021-09-20,0,0,1,0,0,0,3087,1,1,0,0,0
Belgium,BEL,2021-10-04,0,0,0,0,0,0,2888,3,1,0,0,0
Belgium,BEL,2021-10-18,0,0,0,0,0,0,2961,0,1,0,1,0
Belgium,BEL,2021-11-01,0,0,0,0,0,0,3302,0,5,0,0,0
Belgium,BEL,2021-11-15,0,0,0,0,0,0,1565,1,0,0,0,0
Belgium,BEL,2021-11-29,0,0,0,0,0,0,1003,0,0,0,0,1
Belgium,BEL,2021-12-04,0,0,0,0,0,0,33,0,0,0,0,2
Belize,BLZ,2021-06-28,0,0,3,0,0,0,5,14,10,0,0,0
Belize,BLZ,2021-07-26,0,0,8,0,0,0,28,1,21,0,0,0
Belize,BLZ,2021-08-09,0,0,6,0,0,0,33,1,23,0,0,0
Bosnia and Herzegovina,BIH,2021-10-04,0,0,0,0,0,0,42,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-10-18,0,0,0,0,0,0,184,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-11-01,0,0,0,0,0,0,93,0,0,0,0,0
Botswana,BWA,2021-01-25,49,0,0,0,0,0,0,0,17,0,0,0
Botswana,BWA,2021-03-22,63,0,0,0,0,0,0,0,1,0,0,0
Botswana,BWA,2021-05-31,45,0,0,0,0,0,2,0,1,0,0,0
Botswana,BWA,2021-06-14,66,0,0,0,0,0,14,0,22,0,0,0
Botswana,BWA,2021-06-28,42,0,0,0,0,0,134,0,20,0,0,0
Botswana,BWA,2021-07-12,7,0,0,0,0,0,87,0,12,0,0,0
Botswana,BWA,2021-07-26,2,0,0,0,0,0,61,0,2,0,0,0
Botswana,BWA,2021-08-09,1,0,0,0,0,0,36,0,1,0,0,0
Botswana,BWA,2021-08-23,1,0,0,0,0,0,81,0,0,0,0,0
Botswana,BWA,2021-09-06,0,0,0,0,0,0,293,0,1,0,0,0
Botswana,BWA,2021-09-20,0,0,0,0,0,0,110,0,2,0,0,0
Botswana,BWA,2021-10-04,0,0,0,0,0,0,56,0,2,0,0,0
Botswana,BWA,2021-10-18,0,0,0,0,0,0,89,0,0,0,0,0
Botswana,BWA,2021-11-01,1,0,0,0,0,0,42,0,0,0,0,0
Botswana,BWA,2021-11-15,0,0,0,0,0,0,80,0,0,0,0,5
Brazil,BRA,2020-05-11,0,0,0,0,0,0,0,0,309,0,0,0
Brazil,BRA,2020-05-25,0,0,0,0,0,0,0,0,183,0,0,0
Brazil,BRA,2020-06-08,0,0,0,0,0,0,0,0,188,0,0,0
Brazil,BRA,2020-06-22,0,0,0,0,0,0,0,0,166,0,0,0
Brazil,BRA,2020-07-06,0,0,0,0,0,0,0,0,268,0,0,0
Brazil,BRA,2020-07-20,0,0,0,0,0,0,0,0,144,0,0,0
Brazil,BRA,2020-08-03,0,0,0,0,0,0,0,0,200,0,0,0
Brazil,BRA,2020-08-17,0,0,0,0,0,0,0,0,215,0,0,0
Brazil,BRA,2020-08-31,0,0,0,0,0,0,0,0,143,0,0,0
Brazil,BRA,2020-09-14,0,0,0,0,0,0,0,0,207,0,0,0
Brazil,BRA,2020-09-28,0,0,0,0,0,0,0,0,183,0,0,0
Brazil,BRA,2020-10-12,0,0,0,0,0,0,0,0,188,0,0,0
Brazil,BRA,2020-10-26,0,0,0,0,0,0,0,0,197,0,0,0
Brazil,BRA,2020-11-09,0,0,2,0,0,0,0,0,219,0,0,0
Brazil,BRA,2020-11-23,0,0,3,0,0,0,0,0,322,0,0,0
Brazil,BRA,2020-12-07,0,0,5,0,0,0,0,0,458,0,0,0
Brazil,BRA,2020-12-21,0,0,28,0,0,0,0,0,416,0,0,0
Brazil,BRA,2021-01-04,0,0,127,0,0,0,0,7,415,0,0,0
Brazil,BRA,2021-01-11,0,0,94,0,0,0,0,19,380,0,0,0
Brazil,BRA,2021-01-25,0,0,224,0,0,0,0,32,595,0,0,0
Brazil,BRA,2021-02-08,0,0,336,0,0,0,0,15,604,0,0,0
Brazil,BRA,2021-02-22,0,0,692,0,0,1,0,38,486,0,0,0
Brazil,BRA,2021-03-08,3,0,1321,0,0,0,0,46,367,3,0,0
Brazil,BRA,2021-03-22,3,0,1606,0,0,0,1,77,192,0,0,0
Brazil,BRA,2021-04-05,0,0,2403,0,0,0,1,150,197,0,0,0
Brazil,BRA,2021-04-19,3,0,3386,0,0,0,1,137,151,0,0,0
Brazil,BRA,2021-05-03,0,0,3531,0,0,0,6,89,81,0,0,0
Brazil,BRA,2021-05-17,0,0,3036,0,0,0,8,69,45,0,0,0
Brazil,BRA,2021-05-31,0,0,3792,0,0,0,4,96,62,6,1,0
Brazil,BRA,2021-06-14,0,0,4773,0,0,0,11,75,66,6,0,0
Brazil,BRA,2021-06-28,0,0,4220,0,0,0,45,78,29,2,2,0
Brazil,BRA,2021-07-12,0,0,5038,0,0,0,279,50,25,2,3,0
Brazil,BRA,2021-07-26,0,0,4614,0,0,0,539,32,24,1,4,0
Brazil,BRA,2021-08-09,0,0,3619,0,0,0,1402,12,22,0,3,0
Brazil,BRA,2021-08-23,1,0,1265,0,0,0,2582,9,13,1,5,0
Brazil,BRA,2021-09-06,0,0,742,0,0,0,4113,5,8,0,0,0
Brazil,BRA,2021-09-20,0,0,394,0,0,0,4139,0,20,0,1,0
Brazil,BRA,2021-10-04,0,0,149,0,0,0,3406,0,3,0,0,0
Brazil,BRA,2021-10-18,0,0,28,0,0,0,2354,0,1,0,0,0
Brazil,BRA,2021-11-01,0,0,10,0,0,0,1755,0,2,0,0,0
Brazil,BRA,2021-11-15,0,0,4,0,0,0,1126,0,0,0,0,0
Bulgaria,BGR,2020-12-21,0,0,0,0,0,0,0,2,48,0,0,0
Bulgaria,BGR,2021-01-04,0,0,0,0,0,0,0,2,37,0,0,0
Bulgaria,BGR,2021-01-11,0,0,0,0,0,0,0,20,36,0,0,0
Bulgaria,BGR,2021-01-25,0,0,0,0,0,0,0,62,30,0,0,0
Bulgaria,BGR,2021-02-08,0,0,0,0,0,0,0,170,50,0,0,0
Bulgaria,BGR,2021-02-22,0,0,0,0,0,0,0,234,17,0,0,0
Bulgaria,BGR,2021-03-08,0,0,0,0,0,0,0,380,27,0,0,0
Bulgaria,BGR,2021-03-22,0,0,0,0,0,0,0,623,7,0,0,0
Bulgaria,BGR,2021-04-05,0,0,0,0,0,0,0,552,5,0,0,0
Bulgaria,BGR,2021-04-19,0,0,0,0,0,0,1,370,0,0,0,0
Bulgaria,BGR,2021-05-03,0,0,0,0,0,0,0,253,0,0,0,0
Bulgaria,BGR,2021-05-17,0,0,0,0,0,0,0,118,0,0,0,0
Bulgaria,BGR,2021-05-31,0,0,0,0,0,0,0,38,0,0,0,0
Bulgaria,BGR,2021-06-14,1,0,0,0,0,0,7,92,3,0,0,0
Bulgaria,BGR,2021-06-28,1,0,0,0,0,0,51,70,3,0,0,0
Bulgaria,BGR,2021-07-12,1,0,0,0,0,0,108,65,2,0,0,0
Bulgaria,BGR,2021-07-26,0,0,0,0,0,0,228,10,1,0,0,0
Bulgaria,BGR,2021-08-09,0,0,0,0,0,0,485,7,2,0,0,0
Bulgaria,BGR,2021-08-23,0,0,0,0,0,0,793,0,5,0,0,0
Bulgaria,BGR,2021-09-06,0,0,0,0,0,0,859,1,3,0,0,0
Bulgaria,BGR,2021-09-20,0,0,0,0,0,0,735,0,0,0,0,0
Bulgaria,BGR,2021-10-04,0,0,0,0,0,0,878,1,0,0,0,0
Bulgaria,BGR,2021-10-18,0,0,0,0,0,0,544,0,0,0,0,0
Cambodia,KHM,2021-04-19,0,0,0,0,0,0,0,36,3,0,0,0
Cambodia,KHM,2021-05-03,0,0,0,0,0,0,0,56,0,0,0,0
Cambodia,KHM,2021-05-17,0,0,0,0,0,0,0,52,0,0,0,0
Cambodia,KHM,2021-05-31,0,0,0,0,0,0,3,62,4,0,0,0
Cambodia,KHM,2021-06-14,1,0,0,0,0,0,12,58,5,0,0,0
Cambodia,KHM,2021-06-28,0,0,0,0,0,0,27,67,0,0,0,0
Cambodia,KHM,2021-07-12,0,0,0,0,0,0,32,49,0,0,0,0
Cambodia,KHM,2021-07-26,0,0,0,0,0,0,51,70,0,0,0,0
Cambodia,KHM,2021-08-09,0,0,0,0,0,0,44,43,0,0,0,0
Cambodia,KHM,2021-08-23,0,0,0,0,0,0,35,71,0,0,0,0
Cambodia,KHM,2021-09-06,0,0,0,0,0,0,40,56,0,0,0,0
Cambodia,KHM,2021-09-20,0,0,0,0,0,0,57,75,0,0,0,0
Cambodia,KHM,2021-10-04,0,0,0,0,0,0,68,39,0,0,0,0
Cambodia,KHM,2021-10-18,0,0,0,0,0,0,106,29,0,0,0,0
Cambodia,KHM,2021-11-01,0,0,0,0,0,0,129,6,0,0,0,0
Cambodia,KHM,2021-11-15,0,0,0,0,0,0,143,0,0,0,0,0
Cambodia,KHM,2021-11-29,0,0,0,0,0,0,57,0,0,0,0,0
Cameroon,CMR,2021-02-08,3,3,0,0,0,3,0,9,33,0,0,0
Cameroon,CMR,2021-08-23,0,0,0,0,0,1,45,0,11,0,0,0
Cameroon,CMR,2021-09-06,1,0,0,0,0,0,108,0,7,0,0,0
Cameroon,CMR,2021-09-20,1,0,0,0,0,0,101,0,4,0,0,0
Cameroon,CMR,2021-10-04,0,0,0,0,0,0,50,0,4,0,0,0
Canada,CAN,2020-05-11,0,0,0,0,0,0,0,0,881,0,0,0
Canada,CAN,2020-05-25,0,0,0,0,0,0,0,0,577,0,0,0
Canada,CAN,2020-06-08,0,0,0,0,0,0,0,0,183,0,0,0
Canada,CAN,2020-06-22,0,0,0,0,0,0,0,0,192,0,0,0
Canada,CAN,2020-07-06,0,0,0,0,0,0,0,0,103,0,0,0
